Date,Name,Year,Letterboxd URI,Rating,movie_id,genres,overview,director,cast,keywords,poster_path,backdrop_path
2025-04-16,Kingsman: The Golden Circle,2017.0,https://boxd.it/buJm,4.0,343668.0,"Action, Adventure, Comedy, Crime","When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.",,,,/34xBL6BXNYFqtHO9zhcgoakS4aP.jpg,/eVHVwP71el20fofkCHo78ebQv7Q.jpg
2025-04-16,Justice League,2017.0,https://boxd.it/4w68,2.5,141052.0,"Action, Adventure, Science Fiction","Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",,,,/eifGNCSDuxJeS1loAXil5bIGgvC.jpg,/2nyaeISu2xIxIgZYNpX4UayY8PN.jpg
2025-04-16,Captain America: Civil War,2016.0,https://boxd.it/89Ja,5.0,271110.0,"Adventure, Action, Science Fiction","Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",,,,/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,/wdwcOBMkt3zmPQuEMxB3FUtMio2.jpg
2025-04-16,Deadpool,2016.0,https://boxd.it/9fOC,4.5,293660.0,"Action, Adventure, Comedy","The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",,,,/3E53WEZJqP6aM84D8CckXx4pIHw.jpg,/en971MEXui9diirXlogOrPKmsEn.jpg
2025-04-16,Suicide Squad,2016.0,https://boxd.it/9row,3.0,297761.0,"Action, Adventure, Fantasy","From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",,,,/sk3FZgh3sRrmr8vyhaitNobMcfh.jpg,/8XyX5Us7uzwQdXtAdnhCB9Gquek.jpg
2025-04-16,Avengers: Age of Ultron,2015.0,https://boxd.it/3qi6,4.0,99861.0,"Action, Adventure, Science Fiction","When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",,,,/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg,/kIBK5SKwgqIIuRKhhWrJn3XkbPq.jpg
2025-04-16,Ant-Man,2015.0,https://boxd.it/3vmW,3.5,102899.0,"Science Fiction, Adventure, Action","Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",,,,/rQRnQfUl3kfp78nCWq8Ks04vnq1.jpg,/1K3JmSNUN8OpjYsCjc0Hy0SYxAb.jpg
2025-04-16,John Wick,2014.0,https://boxd.it/7dEc,4.5,245891.0,"Action, Thriller",Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,,,,/wXqWR7dHncNRbxoEGybEy7QTe9h.jpg,/ff2ti5DkA9UYLzyqhQfI2kZqEuh.jpg
2025-04-16,The Amazing Spider-Man 2,2014.0,https://boxd.it/3utM,4.0,102382.0,"Action, Adventure, Science Fiction","For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",,,,/dGjoPttcbKR5VWg1jQuNFB247KL.jpg,/k0hlAzTryCYX1O1LyC6P8tAa8s0.jpg
2025-04-16,Dawn of the Planet of the Apes,2014.0,https://boxd.it/3XyQ,4.0,119450.0,"Science Fiction, Action, Drama, Thriller","A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",,,,/mSmAc9G25fhOHH45SLEeagR0qi7.jpg,/3SozaNPOYUadcmTPgndDibMyDNC.jpg
2025-04-16,Godzilla,2014.0,https://boxd.it/47OE,3.5,124905.0,"Action, Drama, Science Fiction","Ford Brody, a Navy bomb expert, has just reunited with his family in San Francisco when he is forced to go to Japan to help his estranged father, Joe. Soon, both men are swept up in an escalating crisis when an ancient alpha predator arises from the sea to combat malevolent adversaries that threaten the survival of humanity. The creatures leave colossal destruction in their wake, as they make their way toward their final battleground: San Francisco.",,,,/z0CpCYiaUikJrcftPnb0jYCYmoo.jpg,/cHvwgJPaT59H1HiQsvBrGD5I46g.jpg
2025-04-16,Transformers: Age of Extinction,2014.0,https://boxd.it/3d1m,3.5,91314.0,"Science Fiction, Action, Adventure","As humanity picks up the pieces after the battle of Chicago, a shadowy group reveals itself in an attempt to control the direction of history…while an ancient, powerful new menace sets Earth in its crosshairs. With help from Cade Yeager, Optimus Prime and the Autobots rise to meet their most fearsome challenge yet.",,,,/jyzrfx2WaeY60kYZpPYepSjGz4S.jpg,/wxr4Z6E83h14CogsZOzDm1vuDX3.jpg
2025-04-16,Iron Man 3,2013.0,https://boxd.it/2cBQ,4.5,68721.0,"Action, Adventure, Science Fiction","When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",,,,/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg,/iVped1djsF0tvGkvnHbzsE3ZPTF.jpg
2025-04-16,Thor: The Dark World,2013.0,https://boxd.it/2DqA,3.0,76338.0,"Action, Adventure, Fantasy","Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",,,,/wp6OxE4poJ4G7c0U2ZIXasTSMR7.jpg,/5QEOy0QEpad9QsXeMxuGHPXMale.jpg
2025-04-16,The Avengers,2012.0,https://boxd.it/1xFW,5.0,24428.0,"Science Fiction, Action, Adventure","When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",,,,/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,/9BBTo63ANSmhC4e6r62OJFuK2GL.jpg
2025-04-16,The Amazing Spider-Man,2012.0,https://boxd.it/27PI,4.5,1930.0,"Action, Adventure, Science Fiction","Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",,,,/jexoNYnPd6vVrmygwF6QZmWPFdu.jpg,/HVcza6tJtWFrLriuh3Ano4Vt46.jpg
2025-04-16,Transformers: Dark of the Moon,2011.0,https://boxd.it/16aC,4.0,38356.0,"Action, Science Fiction, Adventure","The Autobots continue to work for NEST, now no longer in secret. But after discovering a strange artifact during a mission in Chernobyl, it becomes apparent to Optimus Prime that the United States government has been less than forthright with them.",,,,/28YlCLrFhONteYSs9hKjD1Km0Cj.jpg,/h3js4rulxzKMOokM2oO5Kr0mBZU.jpg
2025-04-16,Rise of the Planet of the Apes,2011.0,https://boxd.it/cS4,4.0,61791.0,"Thriller, Action, Drama, Science Fiction","A highly intelligent chimpanzee named Caesar has been living a peaceful suburban life ever since he was born. But when he gets taken to a cruel primate facility, Caesar decides to revolt against those who have harmed him.",,,,/oqA45qMyyo1TtrnVEBKxqmTPhbN.jpg,/6cCF0KMUO2QmrVsQFujkQduREXX.jpg
2025-04-16,Thor,2011.0,https://boxd.it/1WQU,3.5,10195.0,"Adventure, Fantasy, Action","Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",,,,/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg,/cDJ61O1STtbWNBwefuqVrRe3d7l.jpg
2025-04-16,Iron Man 2,2010.0,https://boxd.it/1WZM,5.0,10138.0,"Adventure, Action, Science Fiction","With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",,,,/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg,/7lmBufEG7P7Y1HClYK3gCxYrkgS.jpg
2025-04-16,Transformers: Revenge of the Fallen,2009.0,https://boxd.it/20gG,4.0,8373.0,"Science Fiction, Action, Adventure","Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",,,,/pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg,/bH1bhjn37uA1zOPvyHbzJSvza7v.jpg
2025-04-16,Spider-Man 3,2007.0,https://boxd.it/2a7Y,4.0,559.0,"Action, Adventure, Science Fiction","The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",,,,/sJMTTGjtjvrMZ7G0oP9D13wNUum.jpg,/FfAU0PUs8AJkMU2VbkVNFtRXR4.jpg
2025-04-16,Transformers,2007.0,https://boxd.it/280c,4.0,1858.0,"Adventure, Science Fiction, Action",Young teenager Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.,,,,/lkZ9gqCEjzX85lKR6Jjd1uGAXNp.jpg,/iCDMBi6WLjUBnt24dNwHqqF81UL.jpg
2025-04-16,Spider-Man 2,2004.0,https://boxd.it/2a88,5.0,558.0,"Action, Adventure, Science Fiction","Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood. A certain anger begins to brew in his best friend Harry Osborn as well...",,,,/aGuvNAaaZuWXYQQ6N2v7DeuP6mB.jpg,/6al048Lat3eLVQOuKtc9h6Tu94d.jpg
2025-04-16,The Matrix Revolutions,2003.0,https://boxd.it/2a12,4.5,605.0,"Adventure, Action, Thriller, Science Fiction",The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,,,,/bkkS61w94ZVMNVd8KEyyJl2tnY5.jpg,/533xAMhhVyjTy8hwMUFEt5TuDfR.jpg
2025-04-16,The Matrix Reloaded,2003.0,https://boxd.it/2a1c,3.5,604.0,"Adventure, Action, Thriller, Science Fiction","The Resistance builds in numbers as humans are freed from the Matrix and brought to the city of Zion. Neo discovers his superpowers, including the ability to see the code inside the Matrix. With machine sentinels digging to Zion in 72 hours, Neo, Morpheus and Trinity must find the Keymaker to ultimately reach the Source.",,,,/aA5qHS0FbSXO8PxcxUIHbDrJyuh.jpg,/ihOJcrorpDQtHTzIOrobbOhpJsj.jpg
2025-04-16,Spider-Man,2002.0,https://boxd.it/2a8i,4.0,557.0,"Action, Science Fiction","After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.",,,,/or6XJBVpcEbIkma0V9zshnbEtx4.jpg,/zQ8AxTPiCiS5nnwXpwTBPBHSaa5.jpg
2025-04-16,The Matrix,1999.0,https://boxd.it/2a1m,4.0,603.0,"Action, Science Fiction","Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",,,,/dXNAPwY7VrqMAo51EKhhCJfaGb5.jpg,/tlm8UkiQsitc8rSuIAscQDCnP8d.jpg
2025-04-15,The Witch,2015.0,https://boxd.it/9X0m,4.0,310131.0,"Horror, Fantasy, Drama","In 1630, a farmer relocates his family to a remote plot of land on the edge of a forest where strange, unsettling things happen. With suspicion and paranoia mounting, each family member's faith, loyalty and love are tested in shocking ways.",,,,/zap5hpFCWSvdWSuPGAQyjUv2wAC.jpg,/zi2oYYNSSv7t44iSt5YrxHX9PYs.jpg
2025-04-14,Unfriended: Dark Web,2018.0,https://boxd.it/ifs0,4.0,505058.0,"Horror, Mystery","​When a 20-something finds a cache of hidden files on his new laptop, he and his friends are unwittingly thrust into the depths of the dark web. They soon discover someone has been watching their every move and will go to unimaginable lengths to protect the dark web.",,,,/nOXuOeD07nZPT29IgiGT0S8PZH.jpg,/2Dk9WG8R0PYlgZjo5F9iheKybpO.jpg
2025-04-13,Late Night with the Devil,2023.0,https://boxd.it/zo6G,4.5,938614.0,Horror,"A live broadcast of a late-night talk show in 1977 goes horribly wrong, unleashing evil into the nation's living rooms.",,,,/mu8LRWT9GHkfiyHm7kgxT6YNvMW.jpg,/umyOinNa6vqqnqoVc9QqzyaapUz.jpg
2025-04-13,The Flash,2023.0,https://boxd.it/9twC,3.0,298618.0,"Action, Science Fiction, Adventure","When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?",,,,/rktDFPbfHfUbArZ6OOOKsXcv0Bm.jpg,/yF1eOkaYvwiORauRCPWznV9xVvi.jpg
2025-04-13,Ready Player One,2018.0,https://boxd.it/aZes,4.0,333339.0,"Adventure, Action, Science Fiction","When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",,,,/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg,/5a7lMDn3nAj2ByO0X1fg6BhUphR.jpg
2025-04-13,Ghostland,2018.0,https://boxd.it/h5Uw,4.0,476299.0,"Horror, Mystery, Thriller","A mother of two inherits a home from her aunt. On the first night in the new home she is confronted with murderous intruders and fights for her daughters’ lives. Sixteen years later the daughters reunite at the house, and that is when things get strange...",,,,/ma9gY6OikBev8MsMaeA6h2EIdGo.jpg,/oFyptNOx02o8sMcSsax4GSCAemg.jpg
2025-04-13,Gerald's Game,2017.0,https://boxd.it/buKa,3.5,343674.0,"Horror, Thriller","When her husband's sex game goes wrong, Jessie (who is handcuffed to a bed in a remote lake house) faces warped visions, dark secrets and a dire choice.",,,,/32dippiypDdaKv7XFEfUlQ7kPup.jpg,/t9HChjSJi8B1PXSVh5Ec3pcDsAM.jpg
2025-04-13,JoJo's Bizarre Adventure: Diamond Is Unbreakable – Chapter 1,2017.0,https://boxd.it/fiP6,3.0,431572.0,"Action, Adventure, Fantasy, Thriller","Morioh, 1999—a normally quiet and peaceful town has recently become a hotbed of strange activity. Jōtarō Kūjō, now a marine biologist, heads to the mysterious town to meet Jōsuke Higashikata. While the two may seem like strangers at first, Jōsuke is actually the illegitimate child of Jōtarō's grandfather, Joseph Joestar. When they meet, Jōtarō realizes that he may have more in common with Jōsuke than just a blood relation. Along with the mild-mannered Kōichi Hirose and the boisterous Okuyasu Nijimura, the group dedicates themselves to investigating recent disappearances and other suspicious occurrences within Morioh. Aided by the power of Stands, the four men will encounter danger at every street corner, as it is up to them to unravel the town's secrets, before another occurs.",,,,/sAfNSZ8Th0nb979e6ss5ftTT0Rh.jpg,/f72Z2VbNhtVjFlkBE6oDLYXrhzF.jpg
2025-04-13,Would You Rather,2012.0,https://boxd.it/3m0W,3.0,97051.0,"Thriller, Horror","Desperate to help her ailing brother, a young woman agrees to compete in a deadly game of ""Would You Rather"" hosted by a sadistic aristocrat.",,,,/7oXzvesOXH2UnSrd1Xflhqa1dBt.jpg,/uajiMg3Kx3zaHMW3xgqsHxz2VkH.jpg
2025-04-13,The Descent: Part 2,2009.0,https://boxd.it/1dOO,3.5,34480.0,"Adventure, Horror, Thriller","Distraught, confused, and half-wild with fear, Sarah Carter emerges alone from the Appalachian cave system where she encountered unspeakable terrors. Unable to plausibly explain to the authorities what happened - or why she's covered in her friends' blood - Sarah is forced back to the subterranean depths to help locate her five missing companions.",,,,/dOURlcw2MO0xys0Dl2NiAcUxlWA.jpg,/3i9UdfrkyLfQTefDmaYbEvH9HjP.jpg
2025-04-13,The Descent,2005.0,https://boxd.it/1YNy,4.0,9392.0,"Adventure, Horror","After a personal tragedy, Sarah joins her friends on a caving expedition in the Appalachian Mountains. But when a rockfall traps them deep underground, their adventure turns into a nightmare. As they search for a way out, the group discovers they are not alone—lurking in the darkness are savage, cave-dwelling creatures. With rising tension and dwindling trust, the women must fight to survive against both the predators and each other.",,,,/mxFPI4KYBk5ri9cPteIS8jiDFgj.jpg,/9T5D5RGuCsC6CeqYZJTv4rT4RPy.jpg
2025-04-13,The Shawshank Redemption,1994.0,https://boxd.it/2aHi,2.5,278.0,"Drama, Crime","Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",,,,/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg,/zfbjgQE1uSd9wiPTX4VzsLi0rGG.jpg
2025-04-13,Schindler's List,1993.0,https://boxd.it/2aq2,5.0,424.0,"Drama, History, War",The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,,,,/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,/zb6fM1CX41D9rF9hdgclu0peUmy.jpg
2025-04-13,Not your classic horror,,https://letterboxd.com/sarthi_watcher/list/not-your-classic-horror/,3.0,,,,,,,,
2025-04-12,A Street Cat Named Bob,2016.0,https://boxd.it/edBw,4.5,404378.0,"Family, Drama","James Bowen, a homeless busker and recovering drug addict, has his life transformed when he meets a stray ginger cat.",,,,/nBYG0D2FcbL1m926sIj7RN4m0sb.jpg,/3YDuN1mhQpYtCym4QatX0gkHahL.jpg
2025-04-09,Primer,2004.0,https://boxd.it/6YA,4.0,14337.0,"Science Fiction, Drama, Thriller","A group of fledgling inventors discover a complex method to manipulate reality. At first, they successfully game the stock market with it, but the consequences of the invention start to catch up with them.",,,,/xEoq2WmDzpzxhkHEsmOYOg6BPg6.jpg,/blSQbKAreIqcu2AWGDNjR8k3fAy.jpg
2025-04-05,Godzilla × Kong: The New Empire,2024.0,https://boxd.it/v1PK,3.0,823464.0,"Action, Adventure, Science Fiction","Following their explosive showdown, Godzilla and Kong must reunite against a colossal undiscovered threat hidden within our world, challenging their very existence – and our own.",,,,/z1p34vh7dEOnLDmyCrlUVLuoDzd.jpg,/gvLG3Fnznkxl4SmYfcK8gUuqxM8.jpg
2025-04-05,Pacific Rim,2013.0,https://boxd.it/2cB2,3.5,68726.0,"Action, Science Fiction, Adventure","Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse.",,,,/8wo4eN8dWKaKlxhSvBz19uvj8gA.jpg,/9X7Im1YuBhyHYVD8r7CAONPJR5k.jpg
2025-04-05,Liar Liar,1997.0,https://boxd.it/28sg,4.0,1624.0,Comedy,"Forced by his son's birthday wish, fast-talking attorney and habitual liar Fletcher Reede must tell the truth for the next 24 hours.",,,,/p1habYSdC7oD3WygQ5lynU5G5rV.jpg,/nuDMG0uTaiWFVD6XfHPruum5JOL.jpg
2025-04-05,The Mask,1994.0,https://boxd.it/29rS,4.0,854.0,"Romance, Comedy, Crime, Fantasy","Stanley Ipkiss, an insecure banker who has lost his zest for life stumbles upon an ancient mask, that turns him into a confident suave cartoon-like character who upsets his ordinary life.",,,,/jPC2eYub74zwf2tPGVtzSlBW6Oy.jpg,/bQlw59HncOXX9alFlOYKHAvSnm.jpg
2025-04-03,Oppenheimer,2023.0,https://boxd.it/wUow,4.5,872585.0,"Drama, History",The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,,,,/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,/neeNHeXjMF5fXoCJRsOmkNGC7q.jpg
2025-04-01,Smile 2,2024.0,https://boxd.it/FDA4,3.5,1100782.0,"Horror, Mystery","About to embark on a new world tour, global pop sensation Skye Riley begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her dark past to regain control of her life before it spirals out of control.",,,,/ht8Uv9QPv9y7K0RvUyJIaXOZTfd.jpg,/iR79ciqhtaZ9BE7YFA1HpCHQgX4.jpg
2025-04-01,Fly Me to the Moon,2024.0,https://boxd.it/A7Xg,3.0,956842.0,"Romance, Comedy","Sparks fly in all directions as marketing maven Kelly Jones, brought in to fix NASA's public image, wreaks havoc on Apollo 11 launch director Cole Davis' already difficult task of putting a man on the moon. When the White House deems the mission too important to fail, Jones is directed to stage a fake moon landing as backup, and the countdown truly begins.",,,,/gjk8YdXpItoC1in53FCrZMFIuBx.jpg,/4ItXEyVPj6wb9AdhsltcqYE6f5f.jpg
2025-04-01,Smile,2022.0,https://boxd.it/xjfE,3.0,882598.0,"Horror, Mystery","After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain.",,,,/aPqcQwu4VGEewPhagWNncDbJ9Xp.jpg,/kMZIMqEXO5MFd5Y1Ha2jZZF4pvF.jpg
2025-04-01,Man of Steel,2013.0,https://boxd.it/FRk,4.0,49521.0,"Action, Adventure, Science Fiction","A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",,,,/8GFtkImmK0K1VaUChR0n9O61CFU.jpg,/j2MlEEpA3wgwQiJB6p1UHC50oiw.jpg
2025-04-01,Project X,2012.0,https://boxd.it/neO,3.5,57214.0,Comedy,"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",,,,/lUPDGT3lyRrq8SvWuNWG2DP64bR.jpg,/cUqXHZtnptgvyAE1hN47Wsf3ami.jpg
2025-04-01,Superbad,2007.0,https://boxd.it/20hO,4.0,8363.0,Comedy,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,,,,/ek8e8txUyUwd2BNqj6lFEerJfbq.jpg,/coru98UcFBzJIU7bxZguxaePgu0.jpg
2025-04-01,Superman Returns,2006.0,https://boxd.it/28J2,4.0,1452.0,"Science Fiction, Action, Adventure","Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest to felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",,,,/385XwTQZDpRX2d3kxtnpiLrjBXw.jpg,/8eRscFbRYl681zDfkjv1jjW1KAA.jpg
2025-04-01,Superman IV: The Quest for Peace,1987.0,https://boxd.it/1TUk,2.0,11411.0,"Action, Adventure, Science Fiction","With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.",,,,/nJFBeU1oKIaIoLVyQYUeB36DW55.jpg,/pMNlspaO16rf3eBlqrCwaKFOUlz.jpg
2025-04-01,Superman III,1983.0,https://boxd.it/1YrM,3.0,9531.0,"Comedy, Science Fiction, Action, Adventure","Aiming to defeat the Man of Steel, wealthy executive Ross Webster hires bumbling but brilliant Gus Gorman to develop synthetic kryptonite, which yields some unexpected psychological effects. Between rekindling romance with his high school sweetheart and saving himself, Superman must contend with a powerful supercomputer.",,,,/c4oR6qgZW2s5foGkQi2Dd86KuAS.jpg,/ui3oiC5mdwxTPZSLBvqoBqckTQ4.jpg
2025-04-01,Superman II,1980.0,https://boxd.it/204q,3.0,8536.0,"Science Fiction, Action, Adventure","Three Kryptonian criminals led by General Zod team up with Lex Luthor to conquer Earth, forcing a depowered Superman to regain his strength and stop them.",,,,/3xk5cno9BHcnwc97XO9k21aI1Zi.jpg,/e77VeVcrXhxfCdJWD9rameYn7Qn.jpg
2025-04-01,Superman,1978.0,https://boxd.it/27Qm,4.0,1924.0,"Science Fiction, Action, Adventure","Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.",,,,/d7px1FQxW4tngdACVRsCSaZq0Xl.jpg,/p2zBTOd4JdmNhkRWHmjKg7hk3s1.jpg
2025-03-29,Rescued by Ruby,2022.0,https://boxd.it/yIpc,4.5,921655.0,"Family, Drama","Chasing his dream to join an elite K-9 unit, a state trooper partners with a fellow underdog: clever but naughty shelter pup Ruby. Based on a true story.",,,,/tPlJEodEn0SSV4avo8KSawtlTlN.jpg,/zQG1FYDqoWo2hYhE5GVZ1yrWSfh.jpg
2025-03-28,Bad Boys: Ride or Die,2024.0,https://boxd.it/l3Ki,3.0,573435.0,"Action, Comedy, Crime, Thriller, Adventure","After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",,,,/oGythE98MYleE6mZlGs5oBGkux1.jpg,/3q01ACG0MWm0DekhvkPFCXyPZSu.jpg
2025-03-28,The Tragedy of Macbeth,2021.0,https://boxd.it/lMi4,3.5,591538.0,Drama,"Macbeth, the Thane of Glamis, receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders his king and takes the throne for himself.",,,,/tDNJEhcLbX3jIk3BMCur9pCdaVD.jpg,/lMjY6kMBOHhloz2Ul16fLJn8xuw.jpg
2025-03-28,Bad Boys for Life,2020.0,https://boxd.it/15pc,3.5,38700.0,"Thriller, Action, Crime","Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",,,,/y95lQLnuNKdPAzw9F9Ab8kJ80c3.jpg,/eAIHqfS3kXm7kZl4j7ZBfdegyEz.jpg
2025-03-28,Pixels,2015.0,https://boxd.it/7BaA,3.0,257344.0,"Action, Comedy, Science Fiction",Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,,,,/d26S5EfVXLNxRXqyFy1yyl3qRq3.jpg,/6UFnKzVzFqKDjs4iCVLJdneK3ch.jpg
